Road,Suburb,Latitude,Longitude,Formatted_Address
Warburton Highway,WOORI YALLOCK,-37.7831686,145.5423134,"Warburton Highway, Melbourne VIC 3139, Australia"
Warneet Road,BLIND BIGHT,-38.195903,145.3468724,"Warneet Road, Devon Meadows VIC 3980, Australia"
Warneet Road,WARNEET,-38.2121484,145.3352594,"Warneet Road, Melbourne VIC 3980, Australia"
Warragul-Korumburra Road,WARRAGUL SOUTH,-38.215948,145.92197461646208,"Warragul South, Shire of Baw Baw, VIC, Australia"
Warralily Boulevard,ARMSTRONG CREEK,-38.2385178,144.3422343,"Warralily Boulevard, Armstrong Creek VIC 3217, Australia"
Warrandyte Road,RINGWOOD NORTH,-37.7999843,145.2346444,"Warrandyte Road, Ringwood North VIC 3134, Australia"
Warrandyte Road,LANGWARRIN,-38.1728976,145.187073,"Warrandyte Road, Langwarrin VIC 3910, Australia"
Warrandyte Road,LANGWARRIN SOUTH,-38.1986763,145.1816371,"Warrandyte Road, Langwarrin South VIC 3911, Australia"
Warrigal Road,HEATHERTON,-37.9449421,145.0783749,"Warrigal Road, Heatherton VIC 3202, Australia"
Warrigal Road,CHADSTONE,-37.878005,145.091056,"Warrigal Road, Chadstone VIC 3148, Australia"
Warrigal Road,BENTLEIGH EAST,-37.938795,145.079749,"Warrigal Road, Oakleigh South VIC 3165, Australia"
Warrigal Road,OAKLEIGH SOUTH,-37.9378426,145.0799108,"Warrigal Road, Oakleigh South VIC 3165, Australia"
King Parrot Creek Road,STRATH CREEK,-37.2233702,145.222876,"King Parrot Creek Road, Strath Creek VIC 3658, Australia"
King Street,HAMILTON,-37.7301329,142.0062699,"King Street, Hamilton VIC 3300, Australia"
Kings Road,DELAHEY,-37.727075,144.7819102,"Kings Road, Delahey VIC 3037, Australia"
Kings Road,KINGS PARK,-37.7416814,144.7793951,"Kings Road, Kings Park VIC 3021, Australia"
Kings Road,TAYLORS LAKES,-37.6887085,144.7848929,"Kings Road, Taylors Lakes VIC 3038, Australia"
Kings Road,ST ALBANS,-37.7334785,144.7811638,"Kings Road, St Albans VIC 3021, Australia"
Kings Way,MELBOURNE,-37.8205672,144.957568,"Kings Way, Melbourne VIC 3000, Australia"
Kingsbury Drive,BUNDOORA,-37.7270087,145.0514441,"Kingsbury Drive, Bundoora VIC 3086, Australia"
Kingsclere Avenue,KEYSBOROUGH,-37.9815079,145.1674483,"Kingsclere Avenue, Keysborough VIC 3173, Australia"
Kingston Road,HEATHERTON,-37.9542566,145.0860946,"Kingston Road, Heatherton VIC 3202, Australia"
Kiora Street,ALTONA MEADOWS,-37.8654176,144.7760971,"Kiora Street, Altona Meadows VIC 3028, Australia"
Kobyboyn Road,SEYMOUR,-37.045878,145.2270913,"Kobyboyn Road, Seymour VIC 3660, Australia"
Koo Wee Rup-Longwarry Road,BAYLES,-38.1871974,145.5307972,"Koo Wee Rup - Longwarry Road, Melbourne VIC 3981, Australia"
Koonoomoo Road,COBRAM,-35.8992551,145.5994656,"Cobram - Koonoomoo Road, Cobram VIC 3644, Australia"
Koorlong Avenue,IRYMPLE,-34.2351075,142.170216,"Koorlong Avenue, Irymple VIC 3498, Australia"
Kooyong Road,CAULFIELD NORTH,-37.879149,145.0163122,"Kooyong Road, Caulfield North VIC 3161, Australia"
Kooyong Road,CAULFIELD SOUTH,-37.8947927,145.0133155,"Kooyong Road, Caulfield South VIC 3162, Australia"
Kororoit Creek Road,ALTONA,-37.8472281,144.8086829,"Kororoit Creek Road, Altona VIC 3018, Australia"
Kororoit Creek Road,WILLIAMSTOWN NORTH,-37.8555173,144.8670954,"Kororoit Creek Road, Williamstown North VIC 3016, Australia"
Kulkyne Way,KARADOC,-34.419474,142.300082,"Kulkyne Way, Nangiloc VIC 3494, Australia"
Kulkyne Way,IRAAK,-34.4112079,142.2921673,"Kulkyne Way, Red Cliffs VIC 3496, Australia"
Kurrak Road,YARRAMBAT,-37.650042,145.104737,"Kurrak Road, Yarrambat VIC 3091, Australia"
Kyneton-Trentham Road,TRENTHAM,-37.3835782,144.3417619,"Kyneton-Trentham Road, Trentham VIC 3458, Australia"
Labuan Road,NUMURKAH,-36.099224,145.5316219,"Labuan Road, Numurkah VIC 3636, Australia"
Lady Nelson Way,KEILOR DOWNS,-37.7132994,144.8035987,"Lady Nelson Way, Keilor Downs VIC 3038, Australia"
Lakeside Drive,MELBOURNE,-37.6862275,144.9489923,"Lakeside Drive, Broadmeadows VIC 3047, Australia"
Lakeside Drive,ST KILDA,-37.8580062,144.9803779,"Lakeside Drive, St Kilda VIC 3182, Australia"
Lakeside Drive,ALBERT PARK,-37.8377073,144.9677327,"Lakeside Drive, Albert Park VIC 3004, Australia"
Lakeside Drive,LAKE BOGA,-35.4377312,143.6583869,"Lakeside Drive, Lake Boga VIC 3584, Australia"
Lakeview Drive,LILYDALE,-37.7762612,145.3578649,"Lakeview Drive, Lilydale VIC 3140, Australia"
Lancaster Road,KYABRAM,-36.3134904,145.1031964,"Lancaster Road, Kyabram VIC 3620, Australia"
Lancefield Road,SUNBURY,-37.5714816,144.7604531,"Lancefield Road, Melbourne VIC 3429, Australia"
Langs Road,ASCOT VALE,-37.783865,144.9059427,"Langs Road, Ascot Vale VIC 3032, Australia"
Lansdowne Street,EAST MELBOURNE,-37.8121224,144.9778747,"Lansdowne Street, East Melbourne VIC 3002, Australia"
Latrobe Road,MORWELL,-38.1952322,146.4029865,"Latrobe Road, Morwell VIC 3840, Australia"
Latrobe Road,MARYVALE,-38.1952322,146.4029865,"Latrobe Road, Morwell VIC 3840, Australia"
LaTrobe Street,REDAN,-37.5723903,143.84024608604284,"Latrobe Street Reserve, Redan VIC 3350, Australia"
Lawn Road,SPRINGVALE,-37.9604629,145.1630929,"Lawn Road, Noble Park VIC 3174, Australia"
Lawrence Street,WODONGA,-36.1264996,146.9027613,"Lawrence Street, Wodonga VIC 3690, Australia"
Leakes Road,PLUMPTON,-37.6829957,144.6616844,"Leakes Road, Plumpton VIC 3335, Australia"
Leakes Road,TRUGANINA,-37.83836,144.73662,"Leakes Road, Truganina VIC 3027, Australia"
Leamington Street,RESERVOIR,-37.712715,145.0043675,"Leamington Street, Reservoir VIC 3073, Australia"
Lehmanns Road,WOLLERT,-37.608991,145.0349064,"Lehmanns Road, Wollert VIC 3750, Australia"
Leonard Avenue,ST ALBANS,-37.7384087,144.8135613,"Leonard Avenue, St Albans VIC 3021, Australia"
Leppitt Road,PAKENHAM,-38.031324,145.4585799,"Leppitt Road, Pakenham VIC 3810, Australia"
Leslie Street,ST ALBANS,-37.7336925,144.8103199,"Leslie Street, St Albans VIC 3021, Australia"
Liberty Avenue,ROWVILLE,-37.9285245,145.2439826,"Liberty Avenue, Rowville VIC 3178, Australia"
Lincoln Causeway,GATEWAY ISLAND,-36.0930655,146.9036281,"Lincoln Causeway, City of Wodonga VIC 3691, Australia"
Linsell Boulevard,CRANBOURNE EAST,-38.10237,145.3215545,"Linsell Boulevard, Cranbourne East VIC 3977, Australia"
Lithgow Street,BEVERIDGE,-37.4727076,144.966465,"Lithgow Street, Beveridge VIC 3753, Australia"
Liverpool Road,KILSYTH,-37.8180606,145.3169035,"Liverpool Road, Kilsyth VIC 3137, Australia"
Livingstone Street,AVENEL,-36.9085098,145.236331,"Livingstone Street, Avenel VIC 3664, Australia"
Lloyd Street,MOE,-38.177438,146.2648052,"Lloyd Street, Moe VIC 3825, Australia"
Lockwood Road,KANGAROO FLAT,-36.8053616,144.2179918,"Lockwood Road, Bendigo VIC 3555, Australia"
Loddon Valley  Highway,MACORNA,-35.8554673,143.9362436,"Loddon Valley Highway, Shire of Gannawarra VIC 3579, Australia"
Loddon Valley  Highway,TRAGOWEL,-35.7884915,143.9438394,"Loddon Valley Highway, Kerang VIC 3579, Australia"
Loddon Valley Highway,TRAGOWEL,-35.7884915,143.9438394,"Loddon Valley Highway, Kerang VIC 3579, Australia"
Loddon Valley Highway,KERANG SOUTH,-35.932624,143.935081,"Loddon Valley Highway, Tragowel VIC, Australia"
Loddon Valley Highway,CAMPBELLS FOREST,-36.6181781,144.1469507,"Loddon Valley Highway, Campbells Forest VIC 3556, Australia"
Loddon Valley Highway,CANARY ISLAND SOUTH,-36.118797,143.925823,"Loddon Valley Highway, Pyramid Hill VIC 3576, Australia"
Loddon Valley Highway,DURHAM OX,-36.1506046,143.9340394,"Loddon Valley Highway, Durham Ox VIC 3576, Australia"
Loddon Valley Highway,JARKLIN,-36.262038,143.964567,"Loddon Valley Highway, Shire of Loddon VIC 3517, Australia"
Loddon Valley Highway,YARRABERB,-36.524593,144.0510059,"Loddon Valley Highway, Shire of Loddon VIC 3516, Australia"
Long Forest Road,LONG FOREST,-37.6808092,144.5059392,"Long Forest Road, Long Forest VIC 3340, Australia"
Longford-Loch Sport Road,LONGFORD,-38.1724437,147.1752253,"Longford-Loch Sport Road, Longford VIC 3851, Australia"
Longford-Loch Sport Road,DUTSON,-38.1724437,147.1752253,"Longford-Loch Sport Road, Longford VIC 3851, Australia"
Lower Dandenong Road,MORDIALLOC,-37.9849527,145.0954706,"Lower Dandenong Road, Mordialloc VIC 3195, Australia"
Lower Dandenong Road,DINGLEY VILLAGE,-37.9890145,145.1298438,"Lower Dandenong Road, Dingley Village VIC 3172, Australia"
Lower Duneed Road,MOUNT DUNEED,-38.2487052,144.3327364,"Lower Duneed Road, Mount Duneed VIC 3217, Australia"
Lower Heidelberg Road,IVANHOE EAST,-37.770882,145.0626825,"Lower Heidelberg Road, Ivanhoe East VIC 3079, Australia"
Lower Plenty Road,YALLAMBIE,-37.7347228,145.078915,"Lower Plenty Road, Yallambie VIC 3085, Australia"
Ludstone Street,HAMPTON,-37.9330039,145.0034486,"Ludstone Street, Hampton VIC 3188, Australia"
Lum Road,WHEELERS HILL,-37.90409,145.180055,"Lum Road, Wheelers Hill VIC 3150, Australia"
Lyall Road,BERWICK,-38.0278907,145.3478418,"Lyall Road, Berwick VIC 3806, Australia"
Lynnes Road,WATTLE BANK,-38.577692,145.674687,"Lynnes Road, Wattle Bank VIC 3995, Australia"
Lyon Road,VIEWBANK,-37.7349137,145.0857751,"Lyon Road, Viewbank VIC 3084, Australia"
Lyons Street,WHITE HILLS,-36.7310656,144.3041717,"Lyons Street, White Hills VIC 3550, Australia"
Lyrebird Drive,CARRUM DOWNS,-38.1032745,145.187307,"Lyrebird Drive, Carrum Downs VIC 3201, Australia"
MacArthur Street,SALE,-38.1047378,147.0796803,"Macarthur Street, Sale VIC 3850, Australia"
Macaulay Road,NORTH MELBOURNE,-37.79512,144.9361396,"Macaulay Road, North Melbourne VIC 3051, Australia"
Mackie Road,BENTLEIGH EAST,-37.9226873,145.0733228,"Mackie Road, Bentleigh East VIC 3165, Australia"
Macleod Street,BAIRNSDALE,-37.827894,147.6283786,"Macleod Street, Central Business District VIC 3875, Australia"
Madeira Packet Road,PORTLAND,-38.3824888,141.625251,"Madeira Packet Road, Portland Aluminium Smelter VIC 3305, Australia"
Maffra-Rosedale Road,NAMBROK,-38.1185334,146.8605951,"Maffra - Rosedale Road, Shire of Wellington VIC 3847, Australia"
Maffra-Sale Road,MAFFRA,-37.9832571,146.9917465,"Maffra-Sale Road, Maffra VIC 3860, Australia"
Maginness Street,BENALLA,-36.5405994,145.9821509,"Maginness Street, Benalla VIC 3672, Australia"
Maiden Gully Road,MAIDEN GULLY,-36.7386953,144.2166749,"Maiden Gully Road, Bendigo VIC 3551, Australia"
Maidstone Street,ALTONA,-37.8629076,144.8118907,"Maidstone Street, Altona VIC 3018, Australia"
Main Hurstbridge Road,DIAMOND CREEK,-37.6705358,145.1712166,"Main Hurstbridge Road, Diamond Creek VIC 3089, Australia"
Main Neerim Road,NEERIM SOUTH,-37.9843562,145.9446648,"Main Neerim Road, Neerim South VIC 3831, Australia"
Main Neerim Road,NEERIM JUNCTION,-37.9298992,145.9613661,"Main Neerim Road, Neerim Junction VIC 3832, Australia"
Main Neerim Road,DROUIN,-38.1184178,145.8466252,"Main Neerim Road, Drouin VIC 3818, Australia"
Main Road,CAMPBELLS CREEK,-37.1054215,144.1932,"Main Road, Campbells Creek VIC 3451, Australia"
Main Road,LOWER PLENTY,-37.7252971,145.1205289,"Main Road, Lower Plenty VIC 3093, Australia"
Main Road,MONTMORENCY,-37.7255218,145.1234767,"Main Road, Montmorency VIC 3094, Australia"
Main Road,HURSTBRIDGE,-37.6404505,145.1921584,"Main Road, Hurstbridge VIC 3099, Australia"
Main Road,PAYNESVILLE,-37.9078557,147.7207621,"Main Road, Paynesville VIC 3880, Australia"
Main Road,SEASPRAY,-38.37606,147.19063,"Seaspray (Seaspray), VIC, Australia"
Main Road,ELTHAM,-37.7022609,145.1704458,"Main Road, Eltham VIC 3095, Australia"
Main Road East,ST ALBANS,-37.7443002,144.8005526,"Main Road East, St Albans VIC 3021, Australia"
Main Road West,ST ALBANS,-37.7419779,144.7797084,"Main Road West, St Albans VIC 3021, Australia"
Main Street,BLACKBURN,-37.8270854,145.1490604,"Main Street, Blackburn VIC 3130, Australia"
Main Street,ROMSEY,-37.3423385,144.7422686,"Main Street, Romsey VIC 3434, Australia"
Major Road,FAWKNER,-37.7068082,144.9629903,"Major Road, Fawkner VIC 3060, Australia"
Majorca Road,MARYBOROUGH,-37.0767631,143.7520256,"Majorca Road, Maryborough VIC 3465, Australia"
Malcolm Street,MANSFIELD,-37.0581929,146.0870008,"Malcolm Street, Mansfield VIC 3722, Australia"
Mallee,MURRAYVILLE,-35.26212,141.2283868,"Mallee Highway, Murrayville VIC 3512, Australia"
Mallee Highway,PIANGIL WEST,-35.05694,143.21694,"Piangil West Rest Area, Mallee Highway, Manangatang VIC 3546, Australia"
Mallee Highway,BOINKA,-35.199731,141.6016812,"Mallee Highway, Boinka VIC 3490, Australia"
Mallee Highway,BOORONGIE NORTH,-27.574835,152.877124,"Mallee Circuit, Moggill QLD 4070, Australia"
Mallee Highway,CARINA,-27.4872985,153.1000362548637,"Carina, Brisbane City, QLD, Australia"
Mallee Highway,COWANGIE,-35.2381978,141.3623794,"Mallee Highway, Murrayville VIC 3512, Australia"
Mallee Highway,KULWIN,-35.0297711,142.6318991,"Mallee Highway, Kulwin VIC 3490, Australia"
Mallee Highway,PANITYA,-33.19500065,136.0906048473856,"Panitya, The District Council of Kimba, SA, Australia"
Mallee Highway,UNDERBOOL,-35.164063,141.8718381,"Mallee Highway, Underbool VIC 3509, Australia"
Mallee Highway,WAGANT,-27.257885,153.001179,"Mallee Street, Murrumba Downs QLD 4503, Australia"
Mallee Highway,WALPEUP,-35.1456797,141.9774757,"Mallee Highway, Walpeup VIC 3507, Australia"
Mallee Highway,MANANGATANG,-35.0278393,142.686197,"Mallee Highway, Manangatang VIC 3490, Australia"
Mallee Highway,PIANGIL,-35.054637,143.3062844,"Mallee Highway, Piangil VIC 3597, Australia"
Malvern Road,SOUTH YARRA,-37.8474753,144.9986625,"Malvern Road, South Yarra VIC 3141, Australia"
Malvern Road,GLEN IRIS,-37.8602021,145.0571931,"Malvern Road, Glen Iris VIC 3146, Australia"
Malvern Road,MALVERN EAST,-37.8780555,145.0676359,"Malvern Road, Malvern East VIC 3145, Australia"
Malvern Road,TOORAK,-37.8495397,145.0142433,"Malvern Road, Toorak VIC 3142, Australia"
Manks Road,CLYDE,-38.1706545,145.3837714,"Manks Road, Clyde VIC 3980, Australia"
Manningham Street,PARKVILLE,-37.7877105,144.9423529,"Manningham Street, Parkville VIC 3052, Australia"
Mansfield Whitfield Road,MANSFIELD,-36.9962859,146.1067915,"Mansfield - Whitfield Road, Mansfield VIC 3722, Australia"
Mansfield Whitfield Road,BRIDGE CREEK,-36.949985,146.1805093,"Mansfield - Whitfield Road, Tolmie VIC 3723, Australia"
Mansfield-Whitfield Road,TOLMIE,-36.949985,146.1805093,"Mansfield - Whitfield Road, Tolmie VIC 3723, Australia"
Mansfield-Whitfield Road,BRIDGE CREEK,-36.949985,146.1805093,"Mansfield - Whitfield Road, Tolmie VIC 3723, Australia"
Mansfield-Woods Point Road,PIRIES,-37.1475875,146.1316749,"Mansfield - Woods Point Road, Piries VIC 3723, Australia"
Mansfield-Woods Point Road,JAMIESON,-37.3498343,146.1439545,"Mansfield - Woods Point Road, Jamieson VIC 3723, Australia"
Mansfield-Woods Point Road,MANSFIELD,-37.1007592,146.1323159,"Mansfield - Woods Point Road, Mansfield VIC 3722, Australia"
Mansfield-Woods Point Road,HOWQUA,-37.2537279,146.1394227,"Mansfield - Woods Point Road, Jamieson VIC 3723, Australia"
Manuka Road,BERWICK,-38.0394078,145.3604705,"Manuka Road, Berwick VIC 3806, Australia"
Marathon Boulevard,CRAIGIEBURN,-37.5863841,144.9122548,"Marathon Boulevard, Craigieburn VIC 3064, Australia"
Maribyrnong Road,ASCOT VALE,-37.7701084,144.9016057,"Maribyrnong Road, Ascot Vale VIC 3032, Australia"
Marine Drive,SAFETY BEACH,-38.3053652,144.9949501,"Marine Drive, Safety Beach VIC 3936, Australia"
Marine Parade,HASTINGS,-38.3086685,145.1966282,"Marine Parade, Melbourne VIC 3915, Australia"
Marine Parade,ELWOOD,-37.8762751,144.977059,"Marine Parade, Elwood VIC 3184, Australia"
Market Road,SUNSHINE,-32.068873,115.904934,"Market City Access Road, Canning Vale WA 6155, Australia"
Market Road,WERRIBEE,-37.8980456,144.661994,"Market Road, Werribee VIC 3030, Australia"
Marlo Road,MARLO,-37.7383931,148.5051875,"Marlo Road, Orbost VIC 3888, Australia"
Marong Road,IRONBARK,-36.7560469,144.2631183,"Marong Road, Ironbark VIC 3550, Australia"
Marong Road,WEST BENDIGO,-36.7597864,144.2453375,"Marong Road, West Bendigo VIC 3550, Australia"
Maroondah Highway,YARCK,-37.0604895,145.6607008,"Maroondah Highway, Yarck VIC 3719, Australia"
Maroondah Highway,MERTON,-37.0134747,145.7594424,"Maroondah Highway, Shire of Mansfield VIC 3715, Australia"
Maroondah Highway,HEALESVILLE,-37.6542948,145.5148212,"Maroondah Highway, Melbourne VIC 3777, Australia"
Maroondah Highway,COLDSTREAM,-37.7361713,145.3754307,"Maroondah Highway, Coldstream VIC 3770, Australia"
Maroondah Highway,MAINDAMPLE,-37.0267592,145.9540853,"Maroondah Highway, Maindample VIC 3723, Australia"
Maroondah Highway,BONNIE DOON,-37.0281178,145.8661383,"Maroondah Highway, Bonnie Doon VIC 3720, Australia"
Maroondah Highway,BUXTON,-37.4227929,145.7089166,"Maroondah Highway, Buxton VIC 3711, Australia"
Maroondah Highway,LILYDALE,-37.7552049,145.361946,"Maroondah Highway, Lilydale VIC 3140, Australia"
Maroondah Highway,MANSFIELD,-37.0367989,146.0120758,"Maroondah Highway, Mansfield VIC 3722, Australia"
Maroondah Highway,KANUMBRA,-37.0159952,145.6967263,"Maroondah Highway, Shire of Murrindindi VIC 3719, Australia"
Maroondah Highway,NARBETHONG,-37.4907298,145.6763474,"Maroondah Highway, Shire of Murrindindi VIC 3778, Australia"
Maroondah Highway,TAGGERTY,-37.3223469,145.7120174,"Maroondah Highway, Taggerty VIC 3714, Australia"
Maroondah highway,WOODFIELD,-37.0262028,145.8148094,"Maroondah Highway, Shire of Mansfield VIC 3720, Australia"
Maroondah Link Highway,CATHKIN,-37.1478447,145.5843996,"Maroondah Link Highway, Shire of Murrindindi VIC 3714, Australia"
Mary Street,HEYFIELD,-37.9785885,146.7849796,"Mary Street, Heyfield VIC 3858, Australia"
Maryborough Road,ASCOT,-37.406798,143.8013289,"Ballarat - Maryborough Road, Ascot VIC 3352, Australia"
Maryborough-Ballarat Road,TALBOT,-37.21362,143.726866,"Maryborough - Ballarat Road, Talbot VIC 3371, Australia"
Maryborough-Dunolly Road,HAVELOCK,-36.9624904,143.7694717,"Maryborough - Dunolly Road, Shire of Central Goldfields VIC 3465, Australia"
Marysville Buxton Road,MARYSVILLE,-37.4916266,145.75033497610065,"Marysville Community Golf & Bowls Club, 956 Buxton - Marysville Road, Marysville VIC 3779, Australia"
Marysville Road,GRANTON,-42.7544871,147.2310571,"Granton, Hobart, TAS, Australia"
Maryvale Road,MORWELL,-38.2005586,146.4392321,"Maryvale Road, Morwell VIC 3840, Australia"
Mascoma Street,STRATHMORE,-37.7297459,144.9227225,"Mascoma Street, Strathmore VIC 3041, Australia"
Massey Avenue,RESERVOIR,-37.6989903,144.9901306,"Massey Avenue, Reservoir VIC 3073, Australia"
Mayfair Drive,WODONGA,-36.1209985,146.8634106,"Mayfair Drive, West Wodonga VIC 3690, Australia"
McBryde Street,FAWKNER,-37.7014053,144.977312,"McBryde Street, Fawkner VIC 3060, Australia"
McClelland Drive,LANGWARRIN,-38.1576207,145.1704191,"McClelland Drive, Langwarrin VIC 3910, Australia"
McCormick Road,KYABRAM,-36.3078661,145.032348,"McCormick Road, Kyabram VIC 3620, Australia"
McCormicks Road,CARRUM DOWNS,-38.1023408,145.1968718,"McCormicks Road, Carrum Downs VIC 3201, Australia"
Mccormicks Road,SANDHURST,-38.0809481,145.2014444,"McCormicks Road, Sandhurst VIC 3977, Australia"
McCurdy Road,HERNE HILL,-38.1331591,144.3193134,"McCurdy Road, Herne Hill VIC 3218, Australia"
McDonalds Road,EPPING,-37.6475124,145.0534474,"McDonalds Road, Epping VIC 3076, Australia"
McIntyre Road,SUNSHINE NORTH,-37.751392,144.8333681,"McIntyre Road, Sunshine North VIC 3020, Australia"
McIvor Highway,AXEDALE,-36.7974617,144.5535903,"McIvor Highway, Axedale VIC 3551, Australia"
McIvor Highway,JUNORTOUN,-36.7679958,144.3377204,"McIvor Highway, Junortoun VIC 3551, Australia"
McIvor Highway,LONGLEA,-36.780101,144.432724,"Longlea, VIC, Australia"
McIvor Highway,KNOWSLEY,-36.8485735,144.6111341,"McIvor Highway, Knowsley VIC 3523, Australia"
McKean Street,BAIRNSDALE,-37.8332235,147.605586,"McKean Street, Bairnsdale VIC 3875, Australia"
McKimmies Road,BUNDOORA,-37.6775566,145.0558617,"McKimmies Road, Bundoora VIC 3082, Australia"
Mclennan Street,MOOROOPNA,-36.3964869,145.3476278,"McLennan Street, Mooroopna VIC 3629, Australia"
McMahens Road,BANGHOLME,-38.045374,145.1702996,"McMahens Road, Bangholme VIC 3175, Australia"
McMahons Road,FRANKSTON,-38.1439013,145.1367569,"McMahons Road, Frankston VIC 3199, Australia"
Meadowvale  Drive,GROVEDALE,-38.2050921,144.3126971,"Meadowvale Drive, Grovedale VIC 3216, Australia"
Medway Road,CRAIGIEBURN,-37.5912439,144.927311,"Medway Road, Craigieburn VIC 3064, Australia"
Meeniyan-Promontory Road,BUFFALO,-38.6663558,146.0236798,"Meeniyan - Promontory Road, Fish Creek VIC 3958, Australia"
Melaluka Road,LEOPOLD,-38.2104735,144.4507141,"Melaluka Road, Leopold VIC 3224, Australia"
Melba Highway,YARRA GLEN,-37.6526649,145.3761033,"Bell Street, Melbourne VIC 3775, Australia"
Melba Highway,DIXONS CREEK,-37.587823,145.412186,"Melba Highway, Dixons Creek VIC 3775, Australia"
Melba Highway,LIMESTONE,-37.37561,145.473282,"Melba Highway, Glenburn VIC, Australia"
Melba Highway,DEVLIN BRIDGE,-33.225277,115.780874,"Devlin Road, Brunswick WA, Australia"
Melba Highway,GLENBURN,-37.3690728,145.4715175,"Melba Highway, Shire of Murrindindi VIC 3717, Australia"
Melbourne Road,NORTH GEELONG,-38.1196545,144.3534116,"Melbourne Road, North Geelong VIC 3215, Australia"
Melbourne Road,RYE,-38.3791289,144.8034342,"Melbourne Road, Rye VIC 3941, Australia"
Melbourne Road,YEA,-37.2126844,145.4215972,"Melbourne Road, Yea VIC 3717, Australia"
Melbourne Road,BLAIRGOWRIE,-38.3636861,144.7640737,"Melbourne Road, Blairgowrie VIC 3942, Australia"
Melbourne Road,SORRENTO,-38.3577961,144.7572386,"Melbourne Road, Sorrento VIC 3943, Australia"
Melbourne-Lancefield Road,CLARKEFIELD,-37.479253,144.7509805,"Melbourne Lancefield Road, Clarkefield VIC 3430, Australia"
Melbourne-Lancefield Road,ROMSEY,-37.3857701,144.7472263,"Melbourne - Lancefield Road, Romsey VIC 3434, Australia"
Melbourne-Lancefield Road,SUNBURY,-37.5900114,144.7600918,"Lancefield Road, Bulla VIC 3429, Australia"
Melrose Drive,TULLAMARINE,-37.6932009,144.8745805,"Melrose Drive, Tullamarine VIC 3045, Australia"
Melrose Drive,WODONGA,-36.1337405,146.8647321,"Melrose Drive, Wodonga VIC 3690, Australia"
Melton Highway,TAYLORS LAKES,-37.6981288,144.7853033,"Melton Highway, Taylors Lakes VIC 3038, Australia"
Melton Highway,MELTON,-37.6943829,144.6041185,"Melton Highway, Melbourne VIC 3337, Australia"
Melton Highway,SYDENHAM,-37.6937799,144.7609987,"Melton Highway, Sydenham VIC 3037, Australia"
Melton Road,GISBORNE,-37.5250807,144.564467,"Melton Road, Gisborne VIC 3437, Australia"
Melton Valley Drive,MELTON,-37.6834991,144.5950018,"Melton Valley Drive, Melbourne VIC 3337, Australia"
Melville Road,BRUNSWICK WEST,-37.758746,144.9448541,"Melville Road, Brunswick West VIC 3055, Australia"
Melville Road,PASCOE VALE SOUTH,-37.7403188,144.9455201,"Melville Road, Pascoe Vale South VIC 3044, Australia"
Menadue Street,HORSHAM,-36.7119516,142.2161446,"Menadue Street, Horsham VIC 3400, Australia"
Merriang Road,BEVERIDGE,-37.4789829,145.0246695,"Merriang Road, Beveridge VIC 3757, Australia"
Merriang Road,WOODSTOCK,-37.5485841,145.0305424,"Merriang Road, Melbourne VIC 3751, Australia"
Merton-Euroa Road,MERTON,-36.965309,145.7048138,"Merton-Euroa Road, Merton VIC 3715, Australia"
Metropolitan Ring Road,WATSONIA NORTH,-37.6914643,145.0889371,"Metropolitan Ring Road, Watsonia North VIC 3087, Australia"
Metung Road,SWAN REACH,-37.8332854,147.8624919,"Metung Road, Swan Reach VIC 3903, Australia"
Mickleham Road,TULLAMARINE,-37.6926285,144.8814875,"Mickleham Road, Tullamarine VIC 3045, Australia"
Mickleham Road,GREENVALE,-37.6227235,144.8838914,"Mickleham Road, Greenvale VIC 3059, Australia"
Mickleham Road,MICKLEHAM,-37.5896678,144.8796181,"Mickleham Road, Mickleham VIC 3064, Australia"
Mickleham Road,YUROKE,-37.5771252,144.8752058,"Mickleham Road, Yuroke VIC 3063, Australia"
Middleborough Road,BLACKBURN SOUTH,-37.8469612,145.1332836,"Middleborough Road, Blackburn South VIC 3130, Australia"
Midland Highway,ELAINE,-37.81445,144.0456331,"Midland Highway, Meredith VIC 3334, Australia"
Midland Highway,EPSOM,-36.6815609,144.3207233,"Midland Highway, Huntly VIC 3551, Australia"
Midland Highway,MOOROOPNA,-36.4009545,145.3149159,"Midland Highway, Mooroopna VIC 3629, Australia"
Midland Highway,MANSFIELD,-36.9825046,146.0237691,"Midland Highway, Mansfield VIC 3722, Australia"
Midland Highway,BENALLA,-36.5876405,145.9609196,"Midland Highway, Benalla VIC 3672, Australia"
Midland Highway,LIMA,-36.7458538,146.0012444,"Midland Highway, Swanpool VIC 3673, Australia"
Midland Highway,BATESFORD,-38.0854444,144.2664944,"Midland Highway, Batesford VIC 3221, Australia"
Midland Highway,HUNTLY,-36.673587,144.3230755,"Midland Highway, Huntly VIC 3551, Australia"
Midland Highway,NEWLYN,-37.4121575,143.985337,"Midland Highway, Newlyn VIC 3364, Australia"
Midland Highway,MAGPIE,-37.639154,143.853422,"Midland Highway, Magpie VIC 3352, Australia"
Midland Highway,GHERINGHAP,-38.083096,144.258845,"Midland Highway, Gheringhap VIC 3221, Australia"
Midland Highway,SHEPPARTON EAST,-36.4007802,145.4772931,"Midland Highway, Shepparton East VIC 3631, Australia"
Midland Highway,GOORNONG,-36.6313639,144.4548659,"Midland Highway, Goornong VIC 3557, Australia"
